user_id,registration_date,investor_type,nationality,age_bracket,device_type,acquisition_channel,kyc_status
USR01434,2025-01-08,First-time,Pakistani Expat,26-32,Mobile,Email Campaign,Not Started
USR01435,2024-11-18,First-time,Filipino Expat,26-32,Mobile,Organic Search,Pending
USR01436,2025-02-11,First-time,Indian Expat,26-32,Mobile,Referral,Pending
USR01437,2025-02-28,First-time,Indian Expat,26-32,Desktop,Organic Search,Pending
USR01438,2024-11-27,Returning,Indian Expat,51+,Desktop,Referral,Verified
USR01439,2025-01-25,First-time,Saudi,26-32,Mobile,Organic Search,Pending
USR01440,2025-03-11,First-time,Saudi,33-40,Mobile,Organic Search,Pending
USR01441,2025-03-03,First-time,Filipino Expat,33-40,Mobile,Organic Search,Pending
USR01442,2025-01-29,First-time,Other,26-32,Mobile,Direct,Not Started
USR01443,2025-01-15,First-time,British Expat,33-40,Mobile,Referral,Not Started
USR01444,2024-10-07,Returning,British Expat,26-32,Mobile,Paid Social,Verified
USR01445,2024-12-08,Returning,Indian Expat,33-40,Mobile,Referral,Verified
USR01446,2025-03-19,First-time,Indian Expat,41-50,Mobile,App Store,Verified
USR01447,2024-10-28,First-time,Emirati,18-25,Desktop,Referral,Verified
USR01448,2025-02-26,First-time,Indian Expat,26-32,Tablet,Referral,Verified
USR01449,2024-12-23,Returning,Filipino Expat,18-25,Desktop,Referral,Verified
USR01450,2025-01-26,Returning,Pakistani Expat,33-40,Desktop,Paid Social,Not Started
USR01451,2024-10-13,First-time,Indian Expat,33-40,Mobile,Paid Social,Pending
USR01452,2024-11-05,First-time,Emirati,51+,Mobile,Referral,Verified
USR01453,2024-11-20,Returning,Indian Expat,26-32,Mobile,Paid Social,Verified
USR01454,2025-02-12,First-time,Filipino Expat,18-25,Desktop,Paid Social,Verified
USR01455,2025-03-19,First-time,Pakistani Expat,18-25,Desktop,Email Campaign,Verified
USR01456,2025-02-25,Returning,Indian Expat,26-32,Desktop,Email Campaign,Verified
USR01457,2025-01-06,Returning,Indian Expat,41-50,Mobile,Paid Social,Verified
USR01458,2024-12-22,First-time,Indian Expat,33-40,Desktop,Paid Social,Verified
USR01459,2025-01-08,First-time,Other,33-40,Desktop,Paid Social,Verified
USR01460,2025-01-26,First-time,Pakistani Expat,33-40,Mobile,Referral,Pending
USR01461,2024-10-27,First-time,Indian Expat,33-40,Desktop,Organic Search,Pending
USR01462,2024-11-24,First-time,Saudi,33-40,Mobile,Paid Social,Verified
USR01463,2024-10-12,First-time,Indian Expat,18-25,Desktop,Paid Social,Verified
USR01464,2025-02-21,First-time,Indian Expat,33-40,Desktop,Referral,Verified
USR01465,2024-10-29,Returning,Emirati,41-50,Tablet,Direct,Verified
USR01466,2024-10-15,First-time,Emirati,33-40,Desktop,Direct,Verified
USR01467,2025-02-27,First-time,Emirati,18-25,Tablet,Organic Search,Pending
USR01468,2025-03-22,First-time,Emirati,33-40,Desktop,Organic Search,Pending
USR01469,2025-02-12,Returning,Emirati,51+,Mobile,Paid Social,Verified
USR01470,2024-10-16,First-time,Saudi,51+,Mobile,Paid Social,Pending
USR01471,2024-12-26,Returning,Saudi,26-32,Mobile,App Store,Pending
USR01472,2025-03-07,Returning,Filipino Expat,33-40,Tablet,Direct,Pending
USR01473,2024-12-14,First-time,Emirati,33-40,Mobile,Referral,Not Started
USR01474,2025-03-12,First-time,Filipino Expat,33-40,Desktop,Referral,Verified
USR01475,2024-11-01,First-time,Indian Expat,18-25,Mobile,Paid Social,Verified
USR01476,2024-12-21,First-time,Saudi,33-40,Mobile,Organic Search,Verified
USR01477,2025-02-12,First-time,Indian Expat,41-50,Desktop,Paid Social,Verified
USR01478,2025-01-12,First-time,British Expat,41-50,Desktop,Paid Social,Not Started
USR01479,2024-12-04,Returning,Emirati,41-50,Mobile,Organic Search,Verified
USR01480,2025-01-29,First-time,Indian Expat,51+,Tablet,Referral,Verified
USR01481,2025-02-09,First-time,Filipino Expat,41-50,Mobile,Paid Social,Pending
USR01482,2024-12-25,First-time,Indian Expat,26-32,Desktop,Organic Search,Verified
USR01483,2025-02-13,First-time,Saudi,18-25,Desktop,Paid Social,Verified
USR01484,2025-03-11,First-time,Emirati,26-32,Mobile,Paid Social,Not Started
USR01485,2024-12-18,First-time,Emirati,33-40,Desktop,Paid Social,Verified
USR01486,2025-02-08,First-time,Saudi,33-40,Tablet,Referral,Verified
USR01487,2024-12-04,First-time,Pakistani Expat,41-50,Desktop,Referral,Pending
USR01488,2024-11-02,Returning,Other,41-50,Desktop,App Store,Pending
USR01489,2025-01-24,First-time,Indian Expat,18-25,Desktop,Organic Search,Verified
USR01490,2024-11-29,Returning,British Expat,33-40,Mobile,Organic Search,Pending
USR01491,2025-02-18,Returning,Indian Expat,33-40,Desktop,Paid Social,Pending
USR01492,2024-10-17,Returning,Indian Expat,26-32,Mobile,Organic Search,Verified
USR01493,2025-02-16,Returning,British Expat,18-25,Mobile,App Store,Verified
USR01494,2024-10-28,Returning,Filipino Expat,18-25,Desktop,Organic Search,Verified
USR01495,2024-11-10,First-time,Indian Expat,26-32,Desktop,Paid Social,Pending
USR01496,2025-01-20,Returning,British Expat,26-32,Desktop,Organic Search,Verified
USR01497,2025-01-27,First-time,Indian Expat,33-40,Mobile,Direct,Not Started
USR01498,2024-11-04,First-time,Emirati,33-40,Mobile,Direct,Not Started
USR01499,2025-02-01,Returning,Indian Expat,33-40,Desktop,Paid Social,Verified
USR01500,2024-11-22,First-time,British Expat,18-25,Mobile,Paid Social,Verified
USR01501,2025-03-08,Returning,Other,33-40,Mobile,Email Campaign,Verified
USR01502,2025-03-07,First-time,Saudi,41-50,Mobile,Email Campaign,Pending
USR01503,2024-11-19,First-time,Filipino Expat,33-40,Tablet,Direct,Not Started
USR01504,2025-03-19,First-time,Emirati,41-50,Mobile,Direct,Verified
USR01505,2025-01-10,First-time,Emirati,33-40,Mobile,Organic Search,Verified
USR01506,2024-12-27,First-time,Indian Expat,18-25,Mobile,Organic Search,Not Started
USR01507,2025-02-06,Returning,Filipino Expat,51+,Desktop,Email Campaign,Pending
USR01508,2025-01-31,First-time,Indian Expat,41-50,Mobile,Email Campaign,Verified
USR01509,2025-02-07,Returning,Saudi,51+,Mobile,Email Campaign,Verified
USR01510,2024-12-01,Returning,Emirati,18-25,Mobile,Organic Search,Verified
USR01511,2024-10-05,First-time,Filipino Expat,33-40,Desktop,Direct,Not Started
USR01512,2024-10-13,Returning,Indian Expat,18-25,Desktop,Organic Search,Verified
USR01513,2024-10-16,First-time,Indian Expat,33-40,Mobile,Paid Social,Verified
USR01514,2025-02-21,Returning,Filipino Expat,26-32,Desktop,Organic Search,Pending
USR01515,2025-02-05,Returning,Pakistani Expat,41-50,Mobile,Direct,Verified
USR01516,2024-12-27,Returning,Filipino Expat,33-40,Mobile,Email Campaign,Verified
USR01517,2025-03-07,Returning,Indian Expat,26-32,Desktop,Referral,Verified
USR01518,2025-03-15,Returning,Saudi,18-25,Desktop,Direct,Verified
USR01519,2024-12-25,First-time,Saudi,33-40,Desktop,Referral,Verified
USR01520,2025-01-20,First-time,British Expat,41-50,Desktop,Referral,Not Started
USR01521,2025-03-30,Returning,Indian Expat,51+,Desktop,Paid Social,Pending
USR01522,2025-03-10,First-time,Filipino Expat,33-40,Desktop,Email Campaign,Verified
USR01523,2024-12-30,Returning,Emirati,26-32,Mobile,Referral,Pending
USR01524,2025-02-13,First-time,Other,33-40,Desktop,Direct,Not Started
USR01525,2025-01-30,Returning,Filipino Expat,33-40,Desktop,Organic Search,Verified
USR01526,2025-03-24,First-time,British Expat,41-50,Mobile,Direct,Pending
USR01527,2025-03-26,First-time,Other,18-25,Mobile,App Store,Not Started
USR01528,2024-12-13,First-time,Indian Expat,51+,Tablet,Direct,Verified
USR01529,2024-11-12,First-time,Indian Expat,26-32,Mobile,Paid Social,Not Started
USR01530,2024-11-23,Returning,Emirati,41-50,Mobile,Paid Social,Verified
USR01531,2024-12-28,Returning,Filipino Expat,26-32,Mobile,Organic Search,Pending
USR01532,2024-11-16,First-time,Saudi,33-40,Tablet,Email Campaign,Verified
USR01533,2024-12-14,First-time,Other,33-40,Mobile,Referral,Pending
USR01534,2024-11-09,Returning,Emirati,33-40,Tablet,Paid Social,Verified
USR01535,2025-03-26,Returning,Emirati,26-32,Mobile,Direct,Verified
USR01536,2025-02-10,First-time,Pakistani Expat,26-32,Mobile,Paid Social,Pending
USR01537,2024-12-13,Returning,British Expat,26-32,Mobile,Organic Search,Verified
USR01538,2024-10-10,Returning,Emirati,41-50,Mobile,Organic Search,Verified
USR01539,2024-12-06,Returning,Filipino Expat,26-32,Mobile,Paid Social,Verified
USR01540,2025-01-12,First-time,Emirati,33-40,Desktop,Direct,Verified
USR01541,2025-02-17,First-time,Pakistani Expat,41-50,Tablet,Organic Search,Verified
USR01542,2025-02-14,First-time,Filipino Expat,41-50,Desktop,Email Campaign,Verified
USR01543,2025-02-25,First-time,Pakistani Expat,41-50,Mobile,Paid Social,Pending
USR01544,2024-12-28,First-time,Indian Expat,18-25,Desktop,Email Campaign,Verified
USR01545,2025-01-31,First-time,Pakistani Expat,41-50,Tablet,Organic Search,Not Started
USR01546,2024-10-17,First-time,Indian Expat,41-50,Mobile,Organic Search,Pending
USR01547,2025-03-30,First-time,British Expat,26-32,Mobile,Direct,Pending
USR01548,2025-01-26,First-time,Indian Expat,26-32,Desktop,Paid Social,Verified
USR01549,2025-01-10,First-time,Indian Expat,26-32,Mobile,Direct,Verified
USR01550,2024-12-04,First-time,Pakistani Expat,26-32,Desktop,Direct,Pending
USR01551,2025-03-07,First-time,Emirati,41-50,Tablet,Email Campaign,Verified
USR01552,2025-03-29,First-time,Pakistani Expat,26-32,Mobile,Referral,Verified
USR01553,2025-02-01,Returning,Filipino Expat,41-50,Desktop,Paid Social,Pending
USR01554,2024-11-20,Returning,Emirati,33-40,Mobile,Paid Social,Verified
USR01555,2024-12-20,First-time,Other,33-40,Mobile,Organic Search,Verified
USR01556,2025-01-14,First-time,Pakistani Expat,26-32,Mobile,Direct,Verified
USR01557,2024-10-03,Returning,Filipino Expat,41-50,Mobile,Paid Social,Verified
USR01558,2025-03-02,First-time,Emirati,26-32,Desktop,Email Campaign,Pending
USR01559,2025-03-05,First-time,Other,51+,Tablet,Paid Social,Verified
USR01560,2025-02-25,First-time,Indian Expat,33-40,Mobile,Direct,Pending
USR01561,2024-11-20,Returning,Indian Expat,18-25,Tablet,Direct,Verified
USR01562,2025-01-10,First-time,British Expat,26-32,Desktop,Referral,Pending
USR01563,2024-10-15,Returning,Filipino Expat,33-40,Desktop,App Store,Not Started
USR01564,2025-01-11,Returning,Emirati,26-32,Desktop,Email Campaign,Verified
USR01565,2025-01-31,Returning,Pakistani Expat,51+,Mobile,Organic Search,Verified
USR01566,2024-11-28,First-time,Indian Expat,41-50,Mobile,Referral,Verified
USR01567,2024-10-09,Returning,Indian Expat,41-50,Desktop,Organic Search,Verified
USR01568,2025-02-01,First-time,Saudi,26-32,Desktop,Organic Search,Verified
USR01569,2024-11-20,First-time,Indian Expat,18-25,Desktop,Organic Search,Verified
USR01570,2025-01-07,Returning,Other,51+,Mobile,Direct,Verified
USR01571,2025-02-27,Returning,Saudi,26-32,Desktop,Referral,Verified
USR01572,2025-01-09,First-time,Pakistani Expat,41-50,Desktop,Paid Social,Verified
USR01573,2025-03-17,First-time,Indian Expat,41-50,Mobile,Direct,Verified
USR01574,2025-03-29,Returning,Indian Expat,33-40,Tablet,Paid Social,Verified
USR01575,2025-01-30,First-time,British Expat,33-40,Mobile,Organic Search,Not Started
USR01576,2024-11-16,First-time,Indian Expat,26-32,Tablet,Email Campaign,Verified
USR01577,2025-03-07,Returning,Indian Expat,26-32,Mobile,Referral,Verified
USR01578,2024-10-05,First-time,Saudi,41-50,Mobile,Organic Search,Not Started
USR01579,2025-03-16,First-time,Saudi,41-50,Desktop,Organic Search,Verified
USR01580,2025-02-17,First-time,Indian Expat,51+,Mobile,Organic Search,Not Started
USR01581,2025-03-29,Returning,Saudi,51+,Mobile,Referral,Verified
USR01582,2024-11-09,First-time,Pakistani Expat,26-32,Desktop,App Store,Verified
USR01583,2025-02-27,First-time,Indian Expat,41-50,Mobile,Email Campaign,Pending
USR01584,2024-11-07,First-time,Other,41-50,Mobile,Paid Social,Not Started
USR01585,2024-11-11,First-time,Emirati,18-25,Mobile,Referral,Pending
USR01586,2024-11-12,First-time,Emirati,41-50,Mobile,App Store,Not Started
USR01587,2025-03-08,First-time,Indian Expat,33-40,Mobile,Email Campaign,Not Started
USR01588,2025-03-09,First-time,Saudi,26-32,Mobile,Organic Search,Verified
USR01589,2025-01-30,First-time,Saudi,41-50,Desktop,App Store,Verified
USR01590,2024-11-14,First-time,Indian Expat,51+,Desktop,Organic Search,Not Started
USR01591,2025-02-28,First-time,Emirati,41-50,Mobile,Organic Search,Verified
USR01592,2024-12-27,First-time,Indian Expat,41-50,Mobile,Referral,Pending
USR01593,2025-02-19,Returning,Indian Expat,26-32,Desktop,Organic Search,Verified
USR01594,2025-02-10,First-time,Emirati,41-50,Mobile,Organic Search,Verified
USR01595,2024-12-08,First-time,British Expat,18-25,Mobile,Email Campaign,Pending
USR01596,2025-03-18,First-time,Filipino Expat,26-32,Desktop,Referral,Verified
USR01597,2025-03-21,Returning,British Expat,18-25,Mobile,Paid Social,Verified
USR01598,2025-01-18,First-time,Saudi,33-40,Tablet,Organic Search,Verified
USR01599,2024-12-25,First-time,Indian Expat,26-32,Mobile,Paid Social,Not Started
USR01600,2025-01-30,Returning,Indian Expat,33-40,Mobile,Paid Social,Verified
USR01601,2025-01-15,Returning,Saudi,18-25,Mobile,Paid Social,Verified
USR01602,2024-11-21,First-time,Other,18-25,Tablet,Referral,Pending
USR01603,2024-10-02,First-time,Emirati,41-50,Mobile,Referral,Pending
USR01604,2024-10-14,First-time,Indian Expat,41-50,Desktop,Organic Search,Verified
USR01605,2024-12-29,First-time,British Expat,41-50,Mobile,Organic Search,Verified
USR01606,2025-02-02,Returning,Saudi,33-40,Mobile,App Store,Pending
USR01607,2024-12-07,First-time,Saudi,26-32,Mobile,Paid Social,Pending
USR01608,2024-11-12,Returning,Indian Expat,18-25,Mobile,Direct,Verified
USR01609,2025-03-25,First-time,British Expat,26-32,Mobile,Email Campaign,Verified
USR01610,2025-02-12,Returning,Emirati,26-32,Mobile,Organic Search,Verified
USR01611,2025-02-21,First-time,Filipino Expat,41-50,Desktop,Email Campaign,Verified
USR01612,2024-11-18,Returning,Saudi,33-40,Mobile,Direct,Pending
USR01613,2025-01-25,Returning,Emirati,26-32,Mobile,Paid Social,Verified
USR01614,2025-02-23,First-time,Indian Expat,33-40,Tablet,Referral,Verified
USR01615,2024-10-30,First-time,Saudi,26-32,Mobile,Organic Search,Not Started
USR01616,2025-02-25,Returning,Other,26-32,Mobile,Direct,Verified
USR01617,2024-10-01,First-time,Emirati,41-50,Mobile,Direct,Verified
USR01618,2025-01-29,Returning,Indian Expat,33-40,Mobile,Direct,Verified
USR01619,2024-12-07,First-time,Indian Expat,33-40,Mobile,Direct,Verified
USR01620,2024-12-25,First-time,Saudi,26-32,Desktop,Direct,Pending
USR01621,2025-01-19,First-time,Emirati,18-25,Mobile,Direct,Verified
USR01622,2025-03-10,Returning,Indian Expat,51+,Mobile,Paid Social,Verified
USR01623,2024-12-22,First-time,Emirati,41-50,Tablet,Organic Search,Verified
USR01624,2024-11-29,First-time,Filipino Expat,33-40,Mobile,Paid Social,Not Started
USR01625,2025-02-25,First-time,Indian Expat,51+,Mobile,Organic Search,Verified
USR01626,2025-01-20,First-time,British Expat,41-50,Desktop,Referral,Verified
USR01627,2025-02-09,Returning,Indian Expat,41-50,Mobile,Email Campaign,Verified
USR01628,2024-12-24,First-time,Indian Expat,51+,Mobile,Organic Search,Pending
USR01629,2025-01-28,First-time,Emirati,51+,Mobile,Referral,Verified
USR01630,2025-01-25,First-time,Filipino Expat,41-50,Mobile,Referral,Not Started
USR01631,2024-11-04,Returning,Indian Expat,33-40,Desktop,Paid Social,Verified
USR01632,2024-11-19,Returning,Saudi,26-32,Mobile,Direct,Verified
USR01633,2025-01-21,First-time,Emirati,41-50,Tablet,Referral,Verified
USR01634,2024-12-01,First-time,Indian Expat,26-32,Desktop,Paid Social,Verified
USR01635,2025-03-25,First-time,Pakistani Expat,41-50,Mobile,Direct,Pending
USR01636,2024-12-24,Returning,Other,33-40,Desktop,Referral,Verified
USR01637,2024-10-30,Returning,Indian Expat,26-32,Mobile,Referral,Verified
USR01638,2025-02-07,First-time,British Expat,26-32,Mobile,Direct,Pending
USR01639,2025-02-19,First-time,Indian Expat,26-32,Mobile,Direct,Pending
USR01640,2025-01-25,Returning,Indian Expat,33-40,Mobile,Organic Search,Verified
USR01641,2025-02-24,First-time,British Expat,51+,Mobile,Direct,Verified
USR01642,2024-12-24,First-time,Indian Expat,33-40,Desktop,Email Campaign,Verified
USR01643,2025-02-14,Returning,Saudi,18-25,Mobile,Referral,Verified
USR01644,2025-01-11,First-time,Saudi,41-50,Desktop,Organic Search,Verified
USR01645,2024-12-15,First-time,Emirati,33-40,Mobile,Direct,Verified
USR01646,2025-02-09,Returning,British Expat,51+,Desktop,App Store,Verified
USR01647,2025-02-05,Returning,British Expat,26-32,Mobile,Email Campaign,Verified
USR01648,2025-03-15,Returning,Indian Expat,26-32,Mobile,Direct,Verified
USR01649,2024-11-04,Returning,Other,26-32,Mobile,Paid Social,Verified
USR01650,2025-01-19,First-time,Indian Expat,51+,Tablet,Organic Search,Verified
USR01651,2024-11-13,First-time,Emirati,51+,Mobile,Organic Search,Verified
USR01652,2025-03-23,First-time,Indian Expat,33-40,Desktop,Organic Search,Verified
USR01653,2025-01-27,Returning,Indian Expat,26-32,Desktop,Organic Search,Verified
USR01654,2024-12-10,First-time,Indian Expat,26-32,Mobile,Direct,Verified
USR01655,2024-12-28,Returning,Indian Expat,26-32,Mobile,Paid Social,Verified
USR01656,2024-12-10,Returning,Pakistani Expat,18-25,Tablet,Organic Search,Verified
USR01657,2025-02-10,Returning,Indian Expat,26-32,Mobile,Organic Search,Verified
USR01658,2024-11-17,Returning,Indian Expat,41-50,Desktop,Email Campaign,Verified
USR01659,2024-11-24,Returning,Indian Expat,41-50,Mobile,Paid Social,Verified
USR01660,2024-10-07,Returning,Filipino Expat,18-25,Desktop,Organic Search,Verified
USR01661,2024-10-27,First-time,Pakistani Expat,26-32,Mobile,App Store,Pending
USR01662,2024-12-28,First-time,Emirati,33-40,Desktop,Organic Search,Verified
USR01663,2025-03-24,First-time,Saudi,51+,Mobile,Organic Search,Verified
USR01664,2024-11-15,First-time,Filipino Expat,33-40,Mobile,Email Campaign,Pending
USR01665,2024-12-04,First-time,Emirati,41-50,Mobile,Organic Search,Not Started
USR01666,2025-01-26,First-time,Indian Expat,33-40,Mobile,Organic Search,Verified
USR01667,2024-10-17,Returning,Indian Expat,33-40,Desktop,Paid Social,Verified
USR01668,2025-03-20,Returning,Saudi,33-40,Mobile,Paid Social,Verified
USR01669,2025-03-15,Returning,British Expat,26-32,Mobile,Paid Social,Verified
USR01670,2025-01-01,First-time,Indian Expat,51+,Desktop,Referral,Verified
USR01671,2025-02-21,First-time,Emirati,51+,Desktop,Referral,Pending
USR01672,2024-10-15,First-time,Indian Expat,41-50,Mobile,Paid Social,Pending
USR01673,2024-11-19,Returning,Indian Expat,33-40,Desktop,Organic Search,Verified
USR01674,2025-01-12,Returning,Emirati,41-50,Mobile,Referral,Verified
USR01675,2024-10-29,Returning,Emirati,33-40,Desktop,Direct,Verified
USR01676,2024-10-14,First-time,Indian Expat,41-50,Mobile,Email Campaign,Pending
USR01677,2024-12-10,First-time,Indian Expat,18-25,Desktop,App Store,Verified
USR01678,2024-10-24,First-time,Emirati,33-40,Mobile,Organic Search,Not Started
USR01679,2024-10-30,First-time,Emirati,26-32,Mobile,Organic Search,Verified
USR01680,2025-01-30,First-time,Other,41-50,Mobile,Referral,Pending
USR01681,2025-01-13,First-time,British Expat,41-50,Mobile,Direct,Pending
USR01682,2024-11-16,First-time,Emirati,26-32,Desktop,App Store,Pending
USR01683,2025-03-12,First-time,British Expat,41-50,Mobile,Email Campaign,Pending
USR01684,2024-12-24,First-time,Emirati,33-40,Desktop,Paid Social,Verified
USR01685,2025-02-28,Returning,Saudi,41-50,Mobile,Email Campaign,Verified
USR01686,2024-11-25,Returning,Saudi,26-32,Desktop,Email Campaign,Verified
USR01687,2024-11-19,First-time,Emirati,33-40,Mobile,Organic Search,Verified
USR01688,2025-03-04,Returning,Saudi,26-32,Desktop,Organic Search,Verified
USR01689,2025-03-29,First-time,Emirati,41-50,Desktop,Paid Social,Verified
USR01690,2024-10-03,Returning,Emirati,33-40,Mobile,Direct,Verified
USR01691,2025-01-05,First-time,British Expat,33-40,Mobile,Email Campaign,Verified
USR01692,2025-03-01,First-time,Indian Expat,51+,Desktop,Paid Social,Verified
USR01693,2025-03-30,Returning,British Expat,41-50,Mobile,App Store,Verified
USR01694,2025-03-03,First-time,Emirati,26-32,Mobile,Paid Social,Not Started
USR01695,2025-03-10,First-time,Pakistani Expat,26-32,Mobile,Paid Social,Verified
USR01696,2025-02-08,First-time,Pakistani Expat,26-32,Tablet,Email Campaign,Verified
USR01697,2024-11-21,Returning,Emirati,18-25,Desktop,Paid Social,Verified
USR01698,2024-10-05,First-time,Saudi,41-50,Mobile,Email Campaign,Not Started
USR01699,2024-11-22,First-time,Emirati,18-25,Desktop,Direct,Verified
USR01700,2025-01-10,Returning,British Expat,41-50,Mobile,Direct,Verified
USR01701,2025-02-10,First-time,Filipino Expat,33-40,Mobile,Referral,Pending
USR01702,2025-03-12,First-time,Indian Expat,18-25,Mobile,Paid Social,Pending
USR01703,2024-10-17,First-time,Pakistani Expat,26-32,Tablet,Paid Social,Verified
USR01704,2024-12-06,First-time,Saudi,51+,Mobile,Referral,Not Started
USR01705,2025-03-02,Returning,Saudi,26-32,Mobile,Paid Social,Pending
USR01706,2025-02-16,First-time,Filipino Expat,51+,Mobile,Organic Search,Verified
USR01707,2025-03-05,First-time,Emirati,26-32,Desktop,Referral,Verified
USR01708,2025-03-18,First-time,British Expat,41-50,Desktop,Paid Social,Verified
USR01709,2025-03-30,Returning,Saudi,26-32,Mobile,Paid Social,Verified
USR01710,2024-12-02,First-time,Pakistani Expat,26-32,Mobile,Organic Search,Verified
USR01711,2025-01-31,First-time,Indian Expat,26-32,Mobile,Email Campaign,Not Started
USR01712,2025-02-10,Returning,Indian Expat,33-40,Mobile,Organic Search,Verified
USR01713,2024-11-17,First-time,Pakistani Expat,26-32,Mobile,Referral,Pending
USR01714,2024-11-10,First-time,Other,51+,Mobile,Organic Search,Verified
USR01715,2024-10-09,Returning,Filipino Expat,51+,Desktop,Paid Social,Verified
USR01716,2024-11-22,Returning,Emirati,33-40,Mobile,Direct,Verified
USR01717,2025-02-10,First-time,Emirati,26-32,Tablet,Referral,Verified
USR01718,2025-02-02,Returning,Indian Expat,26-32,Mobile,Organic Search,Verified
USR01719,2024-10-14,First-time,Indian Expat,33-40,Mobile,Email Campaign,Pending
USR01720,2025-01-06,First-time,Emirati,26-32,Mobile,Organic Search,Not Started
USR01721,2024-11-25,First-time,Other,33-40,Tablet,Paid Social,Verified
USR01722,2024-12-17,Returning,Indian Expat,26-32,Tablet,Referral,Verified
USR01723,2024-11-27,First-time,British Expat,18-25,Mobile,Organic Search,Verified
USR01724,2025-01-15,First-time,Saudi,41-50,Mobile,Organic Search,Pending
USR01725,2024-12-19,First-time,Pakistani Expat,51+,Desktop,Email Campaign,Pending
USR01726,2025-03-02,First-time,Indian Expat,26-32,Desktop,Referral,Not Started
USR01727,2025-02-03,First-time,Pakistani Expat,33-40,Mobile,Organic Search,Pending
USR01728,2024-12-16,Returning,Pakistani Expat,26-32,Desktop,Referral,Pending
USR01729,2025-01-03,Returning,Pakistani Expat,26-32,Mobile,Paid Social,Verified
USR01730,2025-02-27,First-time,Emirati,26-32,Mobile,Paid Social,Pending
USR01731,2025-03-19,Returning,Emirati,51+,Tablet,Referral,Pending
USR01732,2024-10-06,First-time,Emirati,33-40,Mobile,Organic Search,Not Started
USR01733,2024-10-16,Returning,Saudi,26-32,Desktop,Paid Social,Verified
USR01734,2024-10-29,First-time,Other,26-32,Tablet,Referral,Not Started
USR01735,2025-02-12,First-time,Indian Expat,26-32,Desktop,Email Campaign,Pending
USR01736,2024-11-30,Returning,Indian Expat,41-50,Mobile,Paid Social,Verified
USR01737,2024-11-21,Returning,Emirati,26-32,Mobile,App Store,Verified
USR01738,2024-10-04,First-time,Saudi,26-32,Desktop,Organic Search,Verified
USR01739,2025-02-18,Returning,Emirati,41-50,Mobile,Organic Search,Verified
USR01740,2025-02-16,Returning,Indian Expat,26-32,Mobile,Organic Search,Verified
USR01741,2024-10-09,First-time,Saudi,33-40,Mobile,Organic Search,Verified
USR01742,2025-03-16,First-time,Emirati,33-40,Tablet,Organic Search,Verified
USR01743,2025-02-27,First-time,Emirati,33-40,Desktop,App Store,Not Started
USR01744,2024-10-18,Returning,Indian Expat,26-32,Desktop,Organic Search,Verified
USR01745,2025-03-24,First-time,British Expat,18-25,Desktop,Organic Search,Verified
USR01746,2025-02-03,Returning,Indian Expat,41-50,Mobile,Organic Search,Pending
USR01747,2024-11-01,First-time,Saudi,26-32,Mobile,Paid Social,Pending
USR01748,2025-03-29,Returning,Indian Expat,41-50,Mobile,Email Campaign,Verified
USR01749,2025-03-11,First-time,Saudi,33-40,Mobile,Direct,Pending
USR01750,2024-11-15,First-time,Indian Expat,41-50,Mobile,Organic Search,Pending
USR01751,2024-11-06,First-time,Indian Expat,41-50,Mobile,Email Campaign,Pending
USR01752,2024-11-29,First-time,British Expat,18-25,Mobile,Paid Social,Verified
USR01753,2025-01-21,First-time,British Expat,26-32,Mobile,Paid Social,Not Started
USR01754,2025-03-11,First-time,Indian Expat,18-25,Desktop,Referral,Verified
USR01755,2024-10-12,First-time,British Expat,51+,Desktop,Paid Social,Verified
USR01756,2025-03-03,First-time,Emirati,33-40,Mobile,Referral,Pending
USR01757,2025-03-29,First-time,Saudi,41-50,Tablet,Paid Social,Pending
USR01758,2024-11-05,Returning,Emirati,33-40,Mobile,Email Campaign,Verified
USR01759,2024-12-28,First-time,Indian Expat,26-32,Mobile,Paid Social,Verified
USR01760,2025-02-09,Returning,Indian Expat,26-32,Mobile,Organic Search,Verified
USR01761,2025-01-29,Returning,Emirati,18-25,Mobile,Direct,Verified
USR01762,2024-11-25,Returning,Indian Expat,33-40,Tablet,Referral,Verified
USR01763,2025-01-25,Returning,Saudi,26-32,Tablet,Email Campaign,Verified
USR01764,2024-11-23,First-time,Saudi,41-50,Mobile,Paid Social,Verified
USR01765,2025-03-05,First-time,British Expat,33-40,Desktop,Direct,Verified
USR01766,2025-02-12,First-time,Other,33-40,Desktop,Paid Social,Verified
USR01767,2024-10-21,First-time,British Expat,33-40,Mobile,Paid Social,Verified
USR01768,2024-11-20,First-time,Indian Expat,33-40,Desktop,Organic Search,Not Started
USR01769,2025-01-31,Returning,British Expat,33-40,Mobile,Direct,Verified
USR01770,2024-11-10,Returning,Emirati,33-40,Desktop,Email Campaign,Verified
USR01771,2025-02-15,First-time,Pakistani Expat,26-32,Mobile,Paid Social,Not Started
USR01772,2024-10-27,Returning,Indian Expat,51+,Mobile,Paid Social,Not Started
USR01773,2024-12-30,First-time,Indian Expat,33-40,Mobile,Referral,Not Started
USR01774,2024-11-29,First-time,Emirati,51+,Desktop,Referral,Verified
USR01775,2025-03-11,Returning,Emirati,33-40,Mobile,Paid Social,Verified
USR01776,2024-10-23,First-time,Emirati,33-40,Mobile,Paid Social,Pending
USR01777,2024-10-29,First-time,Emirati,26-32,Desktop,Organic Search,Verified
