session_id,user_id,listing_id,doc_type,time_spent_sec,pages_viewed,downloaded,device_type,investor_type
SES002753,USR01525,LST016,Whitepaper,73,3,False,Desktop,Returning
SES002753,USR01525,LST016,Projections (XLSX),166,6,False,Desktop,Returning
SES002756,USR01526,LST012,Property Brochure,94,3,False,Mobile,First-time
SES002757,USR01527,LST028,Property Valuation Report,142,3,False,Mobile,First-time
SES002758,USR01528,LST021,Property Valuation Report,94,6,False,Tablet,First-time
SES002758,USR01528,LST021,Projections (XLSX),78,8,True,Tablet,First-time
SES002761,USR01531,LST006,Property Brochure,12,2,False,Mobile,Returning
SES002761,USR01531,LST006,Property Valuation Report,50,1,False,Mobile,Returning
SES002761,USR01531,LST006,Whitepaper,39,6,False,Mobile,Returning
SES002761,USR01531,LST006,Property Brochure (Unit Specific),12,1,False,Mobile,Returning
SES002766,USR01534,LST021,Whitepaper,284,3,False,Tablet,Returning
SES002766,USR01534,LST021,Property Valuation Report,111,1,False,Tablet,Returning
SES002766,USR01534,LST021,Property Brochure (Unit Specific),39,2,True,Tablet,Returning
SES002769,USR01537,LST030,Whitepaper,10,5,True,Mobile,Returning
SES002777,USR01541,LST019,Property Valuation Report,114,7,False,Tablet,First-time
SES002777,USR01541,LST019,Investment Memorandum,334,14,False,Tablet,First-time
SES002777,USR01541,LST019,Projections (XLSX),1639,9,True,Tablet,First-time
SES002779,USR01542,LST020,Property Brochure (Unit Specific),150,3,False,Desktop,First-time
SES002779,USR01542,LST020,Whitepaper,56,5,True,Desktop,First-time
SES002779,USR01542,LST020,Projections (XLSX),114,3,True,Desktop,First-time
SES002780,USR01542,LST017,Property Valuation Report,60,5,False,Desktop,First-time
SES002780,USR01542,LST017,Property Brochure,75,4,False,Desktop,First-time
SES002780,USR01542,LST017,Property Brochure (Unit Specific),88,2,False,Desktop,First-time
SES002782,USR01543,LST003,Property Brochure,21,1,False,Mobile,First-time
SES002783,USR01544,LST030,Investment Memorandum,109,5,False,Desktop,First-time
SES002783,USR01544,LST030,Projections (XLSX),84,8,False,Desktop,First-time
SES002784,USR01545,LST030,Projections (XLSX),822,7,False,Tablet,First-time
SES002784,USR01545,LST030,Whitepaper,395,5,False,Tablet,First-time
SES002785,USR01545,LST028,Property Valuation Report,164,2,True,Tablet,First-time
SES002785,USR01545,LST028,Property Brochure (Unit Specific),230,1,False,Tablet,First-time
SES002785,USR01545,LST028,Property Brochure,202,4,False,Tablet,First-time
SES002785,USR01545,LST028,Whitepaper,84,3,False,Tablet,First-time
SES002791,USR01550,LST007,Property Brochure,22,3,False,Desktop,First-time
SES002791,USR01550,LST007,Whitepaper,144,3,False,Desktop,First-time
SES002796,USR01553,LST022,Property Brochure (Unit Specific),8,1,False,Desktop,Returning
SES002796,USR01553,LST022,Projections (XLSX),171,3,False,Desktop,Returning
SES002796,USR01553,LST022,Property Valuation Report,217,1,False,Desktop,Returning
SES002796,USR01553,LST022,Property Brochure,173,1,True,Desktop,Returning
SES002797,USR01554,LST005,Property Brochure (Unit Specific),255,3,False,Mobile,Returning
SES002797,USR01554,LST005,Whitepaper,53,2,False,Mobile,Returning
SES002797,USR01554,LST005,Investment Memorandum,1090,6,False,Mobile,Returning
SES002803,USR01558,LST003,Investment Memorandum,196,6,False,Desktop,First-time
SES002803,USR01558,LST003,Projections (XLSX),229,8,True,Desktop,First-time
SES002804,USR01559,LST030,Whitepaper,171,2,False,Tablet,First-time
SES002804,USR01559,LST030,Property Brochure (Unit Specific),110,1,False,Tablet,First-time
SES002806,USR01560,LST007,Investment Memorandum,167,11,False,Mobile,First-time
SES002808,USR01561,LST022,Property Brochure (Unit Specific),20,1,False,Tablet,Returning
SES002808,USR01561,LST022,Projections (XLSX),558,3,True,Tablet,Returning
SES002808,USR01561,LST022,Property Brochure,58,4,False,Tablet,Returning
SES002810,USR01562,LST004,Whitepaper,21,4,False,Desktop,First-time
SES002813,USR01563,LST029,Investment Memorandum,206,13,False,Desktop,Returning
SES002815,USR01563,LST009,Projections (XLSX),551,5,False,Desktop,Returning
SES002815,USR01563,LST009,Whitepaper,83,2,True,Desktop,Returning
SES002815,USR01563,LST009,Property Brochure,880,4,False,Desktop,Returning
SES002815,USR01563,LST009,Investment Memorandum,304,7,True,Desktop,Returning
SES002815,USR01563,LST009,Property Brochure (Unit Specific),99,3,False,Desktop,Returning
SES002816,USR01563,LST015,Investment Memorandum,380,1,True,Desktop,Returning
SES002816,USR01563,LST015,Property Valuation Report,49,7,True,Desktop,Returning
SES002816,USR01563,LST015,Whitepaper,117,5,False,Desktop,Returning
SES002816,USR01563,LST015,Property Brochure,23,1,False,Desktop,Returning
SES002822,USR01565,LST010,Investment Memorandum,115,4,False,Mobile,Returning
SES002822,USR01565,LST010,Property Brochure,23,1,False,Mobile,Returning
SES002825,USR01567,LST024,Projections (XLSX),2166,7,False,Desktop,Returning
SES002825,USR01567,LST024,Property Valuation Report,30,3,False,Desktop,Returning
SES002825,USR01567,LST024,Whitepaper,26,4,False,Desktop,Returning
SES002825,USR01567,LST024,Property Brochure (Unit Specific),33,4,False,Desktop,Returning
SES002826,USR01568,LST029,Investment Memorandum,714,11,False,Desktop,First-time
SES002826,USR01568,LST029,Projections (XLSX),460,3,True,Desktop,First-time
SES002830,USR01569,LST013,Whitepaper,629,1,False,Desktop,First-time
SES002830,USR01569,LST013,Property Brochure (Unit Specific),142,4,False,Desktop,First-time
SES002830,USR01569,LST013,Projections (XLSX),412,3,False,Desktop,First-time
SES002832,USR01570,LST006,Property Brochure (Unit Specific),16,3,False,Mobile,Returning
SES002832,USR01570,LST006,Property Valuation Report,81,4,False,Mobile,Returning
SES002832,USR01570,LST006,Investment Memorandum,393,1,False,Mobile,Returning
SES002833,USR01571,LST009,Investment Memorandum,269,9,True,Desktop,Returning
SES002833,USR01571,LST009,Property Brochure (Unit Specific),22,2,False,Desktop,Returning
SES002833,USR01571,LST009,Property Valuation Report,181,1,False,Desktop,Returning
SES002838,USR01574,LST005,Property Brochure (Unit Specific),33,4,False,Tablet,Returning
SES002838,USR01574,LST005,Property Valuation Report,643,5,False,Tablet,Returning
SES002839,USR01575,LST011,Property Brochure,19,2,False,Mobile,First-time
SES002850,USR01583,LST010,Projections (XLSX),63,3,False,Mobile,First-time
SES002853,USR01584,LST021,Projections (XLSX),221,9,True,Mobile,First-time
SES002853,USR01584,LST021,Whitepaper,61,2,False,Mobile,First-time
SES002853,USR01584,LST021,Investment Memorandum,668,7,False,Mobile,First-time
SES002853,USR01584,LST021,Property Brochure,29,2,False,Mobile,First-time
SES002856,USR01587,LST014,Investment Memorandum,186,2,False,Mobile,First-time
SES002856,USR01587,LST014,Property Brochure (Unit Specific),61,1,False,Mobile,First-time
SES002859,USR01589,LST008,Property Valuation Report,112,5,False,Desktop,First-time
SES002859,USR01589,LST008,Property Brochure,63,4,False,Desktop,First-time
SES002859,USR01589,LST008,Projections (XLSX),4905,8,True,Desktop,First-time
SES002859,USR01589,LST008,Property Brochure (Unit Specific),24,1,False,Desktop,First-time
SES002862,USR01592,LST030,Projections (XLSX),45,8,False,Mobile,First-time
SES002862,USR01592,LST030,Property Brochure,31,3,True,Mobile,First-time
SES002865,USR01593,LST030,Property Brochure (Unit Specific),691,4,False,Desktop,Returning
SES002865,USR01593,LST030,Projections (XLSX),144,4,True,Desktop,Returning
SES002865,USR01593,LST030,Property Brochure,55,4,False,Desktop,Returning
SES002868,USR01595,LST004,Property Brochure,18,1,False,Mobile,First-time
SES002868,USR01595,LST004,Property Brochure (Unit Specific),12,4,False,Mobile,First-time
SES002869,USR01596,LST018,Property Valuation Report,53,3,False,Desktop,First-time
SES002869,USR01596,LST018,Property Brochure (Unit Specific),69,1,False,Desktop,First-time
SES002869,USR01596,LST018,Projections (XLSX),263,8,True,Desktop,First-time
SES002869,USR01596,LST018,Investment Memorandum,279,8,False,Desktop,First-time
SES002870,USR01597,LST011,Property Brochure,105,4,False,Mobile,Returning
SES002870,USR01597,LST011,Whitepaper,28,4,False,Mobile,Returning
SES002870,USR01597,LST011,Investment Memorandum,65,4,False,Mobile,Returning
SES002870,USR01597,LST011,Projections (XLSX),163,8,False,Mobile,Returning
SES002870,USR01597,LST011,Property Valuation Report,105,2,False,Mobile,Returning
SES002870,USR01597,LST011,Property Brochure (Unit Specific),12,1,False,Mobile,Returning
SES002871,USR01598,LST012,Property Brochure,85,3,False,Tablet,First-time
SES002874,USR01601,LST029,Property Valuation Report,15,7,False,Mobile,Returning
SES002874,USR01601,LST029,Property Brochure,72,1,False,Mobile,Returning
SES002874,USR01601,LST029,Investment Memorandum,362,3,False,Mobile,Returning
SES002874,USR01601,LST029,Projections (XLSX),755,6,False,Mobile,Returning
SES002882,USR01603,LST026,Property Brochure,25,2,False,Mobile,First-time
SES002883,USR01603,LST006,Property Valuation Report,92,4,True,Mobile,First-time
SES002899,USR01610,LST024,Property Brochure,16,4,False,Mobile,Returning
SES002899,USR01610,LST024,Investment Memorandum,99,9,False,Mobile,Returning
SES002899,USR01610,LST024,Whitepaper,28,5,False,Mobile,Returning
SES002902,USR01611,LST015,Investment Memorandum,287,5,False,Desktop,First-time
SES002902,USR01611,LST015,Projections (XLSX),177,8,True,Desktop,First-time
SES002905,USR01613,LST030,Whitepaper,18,3,False,Mobile,Returning
SES002909,USR01614,LST023,Investment Memorandum,291,12,True,Tablet,First-time
SES002909,USR01614,LST023,Property Brochure,90,4,False,Tablet,First-time
SES002909,USR01614,LST023,Property Valuation Report,227,1,False,Tablet,First-time
SES002910,USR01615,LST009,Projections (XLSX),573,3,True,Mobile,First-time
SES002911,USR01616,LST004,Property Brochure (Unit Specific),29,3,True,Mobile,Returning
SES002911,USR01616,LST004,Property Valuation Report,42,5,False,Mobile,Returning
SES002911,USR01616,LST004,Property Brochure,42,2,False,Mobile,Returning
SES002911,USR01616,LST004,Investment Memorandum,97,4,True,Mobile,Returning
SES002913,USR01616,LST010,Projections (XLSX),111,3,True,Mobile,Returning
SES002913,USR01616,LST010,Property Valuation Report,96,3,False,Mobile,Returning
SES002924,USR01622,LST009,Property Brochure,115,2,False,Mobile,Returning
SES002924,USR01622,LST009,Projections (XLSX),280,4,False,Mobile,Returning
SES002924,USR01622,LST009,Investment Memorandum,86,6,True,Mobile,Returning
SES002924,USR01622,LST009,Whitepaper,92,3,True,Mobile,Returning
SES002924,USR01622,LST009,Property Valuation Report,42,4,False,Mobile,Returning
SES002934,USR01627,LST028,Projections (XLSX),140,9,True,Mobile,Returning
SES002934,USR01627,LST028,Whitepaper,8,6,False,Mobile,Returning
SES002934,USR01627,LST028,Property Valuation Report,27,3,False,Mobile,Returning
SES002934,USR01627,LST028,Property Brochure (Unit Specific),25,3,False,Mobile,Returning
SES002941,USR01630,LST002,Property Brochure,29,4,False,Mobile,First-time
SES002943,USR01631,LST001,Property Valuation Report,117,4,False,Desktop,Returning
SES002943,USR01631,LST001,Projections (XLSX),788,9,False,Desktop,Returning
SES002943,USR01631,LST001,Property Brochure (Unit Specific),43,4,False,Desktop,Returning
SES002948,USR01634,LST018,Property Brochure,44,4,False,Desktop,First-time
SES002948,USR01634,LST018,Property Brochure (Unit Specific),62,2,False,Desktop,First-time
SES002953,USR01637,LST017,Property Brochure,11,2,False,Mobile,Returning
SES002953,USR01637,LST017,Property Brochure (Unit Specific),49,2,False,Mobile,Returning
SES002953,USR01637,LST017,Property Valuation Report,12,4,True,Mobile,Returning
SES002963,USR01640,LST001,Projections (XLSX),210,4,True,Mobile,Returning
SES002963,USR01640,LST001,Property Brochure,25,2,False,Mobile,Returning
SES002963,USR01640,LST001,Investment Memorandum,60,3,False,Mobile,Returning
SES002966,USR01642,LST010,Property Brochure (Unit Specific),9,1,False,Desktop,First-time
SES002966,USR01642,LST010,Property Valuation Report,36,7,False,Desktop,First-time
SES002966,USR01642,LST010,Investment Memorandum,1217,4,False,Desktop,First-time
SES002967,USR01642,LST015,Property Brochure (Unit Specific),18,4,False,Desktop,First-time
SES002967,USR01642,LST015,Property Valuation Report,192,3,True,Desktop,First-time
SES002967,USR01642,LST015,Investment Memorandum,70,10,True,Desktop,First-time
SES002967,USR01642,LST015,Whitepaper,18,6,False,Desktop,First-time
SES002973,USR01645,LST001,Projections (XLSX),56,6,True,Mobile,First-time
SES002973,USR01645,LST001,Whitepaper,160,4,False,Mobile,First-time
SES002977,USR01646,LST005,Property Brochure (Unit Specific),183,4,False,Desktop,Returning
SES002977,USR01646,LST005,Property Brochure,71,1,False,Desktop,Returning
SES002977,USR01646,LST005,Investment Memorandum,327,2,False,Desktop,Returning
SES002977,USR01646,LST005,Property Valuation Report,56,7,False,Desktop,Returning
SES002984,USR01652,LST021,Property Valuation Report,180,1,False,Desktop,First-time
SES002984,USR01652,LST021,Investment Memorandum,61,9,False,Desktop,First-time
SES002984,USR01652,LST021,Whitepaper,312,5,False,Desktop,First-time
SES002986,USR01653,LST010,Property Brochure (Unit Specific),128,2,False,Desktop,Returning
SES002986,USR01653,LST010,Property Valuation Report,135,1,False,Desktop,Returning
SES002986,USR01653,LST010,Investment Memorandum,81,14,False,Desktop,Returning
SES002986,USR01653,LST010,Whitepaper,34,3,False,Desktop,Returning
SES002986,USR01653,LST010,Property Brochure,24,3,False,Desktop,Returning
SES002987,USR01654,LST015,Property Brochure (Unit Specific),73,4,False,Mobile,First-time
SES002989,USR01656,LST001,Projections (XLSX),280,4,False,Tablet,Returning
SES002989,USR01656,LST001,Property Brochure (Unit Specific),33,4,False,Tablet,Returning
SES002989,USR01656,LST001,Investment Memorandum,235,6,False,Tablet,Returning
SES002989,USR01656,LST001,Property Brochure,21,1,False,Tablet,Returning
SES002992,USR01657,LST023,Projections (XLSX),239,9,False,Mobile,Returning
SES002992,USR01657,LST023,Investment Memorandum,125,7,False,Mobile,Returning
SES002992,USR01657,LST023,Property Valuation Report,467,4,False,Mobile,Returning
SES002992,USR01657,LST023,Whitepaper,50,1,False,Mobile,Returning
SES002993,USR01658,LST010,Whitepaper,32,4,False,Desktop,Returning
SES002993,USR01658,LST010,Property Valuation Report,957,4,False,Desktop,Returning
SES002993,USR01658,LST010,Investment Memorandum,175,1,True,Desktop,Returning
SES002996,USR01659,LST020,Projections (XLSX),115,3,True,Mobile,Returning
SES002996,USR01659,LST020,Property Brochure (Unit Specific),22,2,False,Mobile,Returning
SES002996,USR01659,LST020,Investment Memorandum,222,14,False,Mobile,Returning
SES002996,USR01659,LST020,Property Brochure,310,2,False,Mobile,Returning
SES002996,USR01659,LST020,Whitepaper,31,2,False,Mobile,Returning
SES002996,USR01659,LST020,Property Valuation Report,66,1,False,Mobile,Returning
SES003000,USR01661,LST007,Projections (XLSX),101,8,False,Mobile,First-time
SES003000,USR01661,LST007,Property Brochure (Unit Specific),15,2,False,Mobile,First-time
SES003002,USR01663,LST001,Projections (XLSX),204,9,True,Mobile,First-time
SES003004,USR01663,LST008,Property Valuation Report,58,6,True,Mobile,First-time
SES003011,USR01667,LST005,Projections (XLSX),143,9,False,Desktop,Returning
SES003011,USR01667,LST005,Property Valuation Report,157,7,True,Desktop,Returning
SES003011,USR01667,LST005,Property Brochure,100,1,False,Desktop,Returning
SES003011,USR01667,LST005,Property Brochure (Unit Specific),70,3,False,Desktop,Returning
SES003017,USR01670,LST013,Property Brochure (Unit Specific),141,2,True,Desktop,First-time
SES003017,USR01670,LST013,Projections (XLSX),112,9,True,Desktop,First-time
SES003017,USR01670,LST013,Property Brochure,1572,2,False,Desktop,First-time
SES003023,USR01673,LST002,Whitepaper,61,3,False,Desktop,Returning
SES003023,USR01673,LST002,Property Brochure,126,1,False,Desktop,Returning
SES003023,USR01673,LST002,Property Brochure (Unit Specific),12,1,False,Desktop,Returning
SES003023,USR01673,LST002,Projections (XLSX),223,7,False,Desktop,Returning
SES003023,USR01673,LST002,Property Valuation Report,55,2,True,Desktop,Returning
SES003024,USR01674,LST016,Property Valuation Report,36,6,False,Mobile,Returning
SES003024,USR01674,LST016,Property Brochure,8,1,False,Mobile,Returning
SES003024,USR01674,LST016,Property Brochure (Unit Specific),29,1,False,Mobile,Returning
SES003024,USR01674,LST016,Investment Memorandum,57,1,False,Mobile,Returning
SES003024,USR01674,LST016,Whitepaper,8,1,False,Mobile,Returning
SES003029,USR01675,LST022,Property Brochure (Unit Specific),64,1,False,Desktop,Returning
SES003029,USR01675,LST022,Whitepaper,191,2,False,Desktop,Returning
SES003029,USR01675,LST022,Property Valuation Report,57,7,False,Desktop,Returning
SES003029,USR01675,LST022,Property Brochure,89,4,False,Desktop,Returning
SES003032,USR01678,LST009,Whitepaper,13,4,False,Mobile,First-time
SES003032,USR01678,LST009,Property Valuation Report,48,3,True,Mobile,First-time
SES003032,USR01678,LST009,Projections (XLSX),41,9,False,Mobile,First-time
SES003032,USR01678,LST009,Investment Memorandum,76,8,True,Mobile,First-time
SES003033,USR01678,LST013,Projections (XLSX),689,5,False,Mobile,First-time
SES003033,USR01678,LST013,Whitepaper,69,4,False,Mobile,First-time
SES003047,USR01685,LST023,Projections (XLSX),137,4,False,Mobile,Returning
SES003047,USR01685,LST023,Investment Memorandum,52,13,False,Mobile,Returning
SES003047,USR01685,LST023,Property Brochure (Unit Specific),41,2,False,Mobile,Returning
SES003047,USR01685,LST023,Property Brochure,26,1,False,Mobile,Returning
SES003047,USR01685,LST023,Property Valuation Report,83,5,False,Mobile,Returning
SES003047,USR01685,LST023,Whitepaper,40,5,False,Mobile,Returning
SES003048,USR01686,LST028,Projections (XLSX),382,9,True,Desktop,Returning
SES003048,USR01686,LST028,Property Brochure,44,2,True,Desktop,Returning
SES003053,USR01688,LST026,Projections (XLSX),1304,3,False,Desktop,Returning
SES003053,USR01688,LST026,Property Valuation Report,136,7,False,Desktop,Returning
SES003053,USR01688,LST026,Whitepaper,78,1,False,Desktop,Returning
SES003053,USR01688,LST026,Property Brochure,211,4,False,Desktop,Returning
SES003053,USR01688,LST026,Property Brochure (Unit Specific),62,2,False,Desktop,Returning
SES003063,USR01693,LST005,Investment Memorandum,210,5,False,Mobile,Returning
SES003065,USR01693,LST027,Property Brochure,22,3,False,Mobile,Returning
SES003065,USR01693,LST027,Whitepaper,20,3,False,Mobile,Returning
SES003065,USR01693,LST027,Investment Memorandum,27,14,False,Mobile,Returning
SES003067,USR01695,LST029,Investment Memorandum,141,8,False,Mobile,First-time
SES003076,USR01702,LST027,Property Valuation Report,66,4,False,Mobile,First-time
SES003079,USR01703,LST021,Property Valuation Report,146,4,False,Tablet,First-time
SES003079,USR01703,LST021,Projections (XLSX),393,9,False,Tablet,First-time
SES003084,USR01705,LST002,Property Brochure (Unit Specific),98,2,False,Mobile,Returning
SES003084,USR01705,LST002,Investment Memorandum,27,2,False,Mobile,Returning
SES003084,USR01705,LST002,Projections (XLSX),184,3,True,Mobile,Returning
SES003085,USR01705,LST008,Property Valuation Report,65,2,False,Mobile,Returning
SES003093,USR01709,LST025,Projections (XLSX),434,6,False,Mobile,Returning
SES003093,USR01709,LST025,Whitepaper,16,1,False,Mobile,Returning
SES003093,USR01709,LST025,Property Brochure,37,4,False,Mobile,Returning
SES003093,USR01709,LST025,Investment Memorandum,46,14,False,Mobile,Returning
SES003093,USR01709,LST025,Property Brochure (Unit Specific),16,3,True,Mobile,Returning
SES003094,USR01709,LST012,Property Brochure (Unit Specific),87,1,False,Mobile,Returning
SES003094,USR01709,LST012,Whitepaper,28,3,False,Mobile,Returning
SES003094,USR01709,LST012,Projections (XLSX),348,4,True,Mobile,Returning
SES003106,USR01715,LST007,Investment Memorandum,176,7,True,Desktop,Returning
SES003106,USR01715,LST007,Property Brochure (Unit Specific),36,1,False,Desktop,Returning
SES003106,USR01715,LST007,Projections (XLSX),496,8,True,Desktop,Returning
SES003106,USR01715,LST007,Whitepaper,36,3,False,Desktop,Returning
SES003107,USR01715,LST014,Investment Memorandum,36,1,True,Desktop,Returning
SES003107,USR01715,LST014,Property Brochure,162,2,False,Desktop,Returning
SES003107,USR01715,LST014,Property Brochure (Unit Specific),32,4,False,Desktop,Returning
SES003107,USR01715,LST014,Whitepaper,46,3,True,Desktop,Returning
SES003107,USR01715,LST014,Property Valuation Report,61,3,True,Desktop,Returning
SES003108,USR01715,LST018,Investment Memorandum,854,2,False,Desktop,Returning
SES003108,USR01715,LST018,Property Brochure (Unit Specific),61,1,False,Desktop,Returning
SES003108,USR01715,LST018,Property Valuation Report,72,4,True,Desktop,Returning
SES003111,USR01716,LST003,Property Brochure (Unit Specific),93,4,False,Mobile,Returning
SES003111,USR01716,LST003,Property Brochure,91,3,False,Mobile,Returning
SES003111,USR01716,LST003,Property Valuation Report,155,2,False,Mobile,Returning
SES003111,USR01716,LST003,Whitepaper,165,6,False,Mobile,Returning
SES003112,USR01716,LST015,Investment Memorandum,108,4,True,Mobile,Returning
SES003112,USR01716,LST015,Whitepaper,38,2,False,Mobile,Returning
SES003112,USR01716,LST015,Property Brochure (Unit Specific),104,2,False,Mobile,Returning
SES003114,USR01717,LST020,Projections (XLSX),138,9,True,Tablet,First-time
SES003114,USR01717,LST020,Property Brochure (Unit Specific),79,2,False,Tablet,First-time
SES003114,USR01717,LST020,Whitepaper,709,1,False,Tablet,First-time
SES003125,USR01721,LST015,Property Brochure (Unit Specific),76,2,False,Tablet,First-time
SES003125,USR01721,LST015,Investment Memorandum,82,2,False,Tablet,First-time
SES003130,USR01722,LST012,Projections (XLSX),386,9,True,Tablet,Returning
SES003130,USR01722,LST012,Investment Memorandum,2238,8,False,Tablet,Returning
SES003130,USR01722,LST012,Property Brochure,56,3,False,Tablet,Returning
SES003130,USR01722,LST012,Whitepaper,38,4,True,Tablet,Returning
SES003130,USR01722,LST012,Property Brochure (Unit Specific),22,3,False,Tablet,Returning
SES003131,USR01722,LST028,Projections (XLSX),155,2,True,Tablet,Returning
SES003131,USR01722,LST028,Property Brochure,236,3,False,Tablet,Returning
SES003140,USR01727,LST013,Property Valuation Report,147,6,False,Mobile,First-time
SES003140,USR01727,LST013,Investment Memorandum,157,8,True,Mobile,First-time
SES003145,USR01729,LST019,Whitepaper,37,1,False,Mobile,Returning
SES003151,USR01734,LST020,Property Brochure,193,4,False,Tablet,First-time
SES003151,USR01734,LST020,Whitepaper,222,6,False,Tablet,First-time
SES003151,USR01734,LST020,Projections (XLSX),279,7,True,Tablet,First-time
SES003151,USR01734,LST020,Property Brochure (Unit Specific),224,2,False,Tablet,First-time
SES003151,USR01734,LST020,Investment Memorandum,83,9,False,Tablet,First-time
SES003154,USR01735,LST029,Projections (XLSX),190,7,False,Desktop,First-time
SES003154,USR01735,LST029,Property Valuation Report,103,3,False,Desktop,First-time
SES003154,USR01735,LST029,Investment Memorandum,133,8,False,Desktop,First-time
SES003154,USR01735,LST029,Property Brochure,133,4,False,Desktop,First-time
SES003155,USR01736,LST006,Property Brochure (Unit Specific),27,2,False,Mobile,Returning
SES003155,USR01736,LST006,Projections (XLSX),139,2,True,Mobile,Returning
SES003155,USR01736,LST006,Property Valuation Report,252,1,False,Mobile,Returning
SES003155,USR01736,LST006,Whitepaper,43,6,False,Mobile,Returning
SES003155,USR01736,LST006,Property Brochure,41,4,True,Mobile,Returning
SES003156,USR01736,LST030,Investment Memorandum,652,10,False,Mobile,Returning
SES003156,USR01736,LST030,Whitepaper,17,1,True,Mobile,Returning
SES003156,USR01736,LST030,Property Valuation Report,31,5,False,Mobile,Returning
SES003156,USR01736,LST030,Projections (XLSX),325,6,False,Mobile,Returning
SES003157,USR01737,LST025,Property Valuation Report,98,4,False,Mobile,Returning
SES003157,USR01737,LST025,Property Brochure (Unit Specific),87,4,False,Mobile,Returning
SES003157,USR01737,LST025,Investment Memorandum,181,13,False,Mobile,Returning
SES003157,USR01737,LST025,Whitepaper,22,6,False,Mobile,Returning
SES003160,USR01737,LST016,Property Valuation Report,12,5,False,Mobile,Returning
SES003160,USR01737,LST016,Whitepaper,32,2,False,Mobile,Returning
SES003160,USR01737,LST016,Investment Memorandum,54,10,False,Mobile,Returning
SES003165,USR01739,LST028,Property Brochure,34,1,False,Mobile,Returning
SES003165,USR01739,LST028,Property Brochure (Unit Specific),61,4,True,Mobile,Returning
SES003165,USR01739,LST028,Whitepaper,102,4,True,Mobile,Returning
SES003165,USR01739,LST028,Property Valuation Report,32,6,False,Mobile,Returning
SES003165,USR01739,LST028,Projections (XLSX),374,9,True,Mobile,Returning
SES003167,USR01740,LST024,Property Brochure,24,1,False,Mobile,Returning
SES003167,USR01740,LST024,Investment Memorandum,58,11,False,Mobile,Returning
SES003168,USR01740,LST008,Property Valuation Report,24,3,False,Mobile,Returning
SES003168,USR01740,LST008,Projections (XLSX),167,9,False,Mobile,Returning
SES003168,USR01740,LST008,Property Brochure,152,4,False,Mobile,Returning
SES003169,USR01740,LST025,Property Brochure (Unit Specific),46,2,False,Mobile,Returning
SES003169,USR01740,LST025,Projections (XLSX),424,6,False,Mobile,Returning
SES003169,USR01740,LST025,Whitepaper,11,4,False,Mobile,Returning
SES003169,USR01740,LST025,Property Valuation Report,88,2,False,Mobile,Returning
SES003174,USR01745,LST024,Property Brochure (Unit Specific),11,1,False,Desktop,First-time
SES003174,USR01745,LST024,Investment Memorandum,243,1,False,Desktop,First-time
SES003174,USR01745,LST024,Projections (XLSX),688,2,False,Desktop,First-time
SES003175,USR01745,LST013,Investment Memorandum,134,13,False,Desktop,First-time
SES003175,USR01745,LST013,Projections (XLSX),300,3,False,Desktop,First-time
SES003175,USR01745,LST013,Property Valuation Report,138,6,False,Desktop,First-time
SES003177,USR01747,LST023,Property Brochure,106,4,False,Mobile,First-time
SES003178,USR01747,LST029,Property Brochure,258,1,False,Mobile,First-time
SES003179,USR01747,LST007,Projections (XLSX),170,7,True,Mobile,First-time
SES003179,USR01747,LST007,Property Brochure (Unit Specific),77,3,False,Mobile,First-time
SES003179,USR01747,LST007,Whitepaper,28,1,False,Mobile,First-time
SES003181,USR01748,LST019,Investment Memorandum,163,1,True,Mobile,Returning
SES003181,USR01748,LST019,Property Brochure,37,4,True,Mobile,Returning
SES003181,USR01748,LST019,Property Valuation Report,23,5,False,Mobile,Returning
SES003183,USR01750,LST023,Whitepaper,9,2,False,Mobile,First-time
SES003187,USR01754,LST027,Whitepaper,67,3,False,Desktop,First-time
SES003190,USR01755,LST003,Projections (XLSX),109,4,False,Desktop,First-time
SES003190,USR01755,LST003,Property Brochure (Unit Specific),74,1,True,Desktop,First-time
SES003197,USR01759,LST027,Whitepaper,19,4,False,Mobile,First-time
SES003197,USR01759,LST027,Projections (XLSX),366,3,False,Mobile,First-time
SES003200,USR01760,LST023,Projections (XLSX),138,8,False,Mobile,Returning
SES003203,USR01762,LST004,Whitepaper,127,6,False,Tablet,Returning
SES003203,USR01762,LST004,Property Brochure,122,1,False,Tablet,Returning
SES003203,USR01762,LST004,Property Brochure (Unit Specific),554,2,True,Tablet,Returning
SES003203,USR01762,LST004,Projections (XLSX),247,8,False,Tablet,Returning
SES003203,USR01762,LST004,Property Valuation Report,83,7,False,Tablet,Returning
SES003203,USR01762,LST004,Investment Memorandum,139,13,True,Tablet,Returning
SES003210,USR01766,LST023,Investment Memorandum,99,7,False,Desktop,First-time
SES003210,USR01766,LST023,Whitepaper,31,1,False,Desktop,First-time
SES003217,USR01770,LST002,Property Brochure,31,4,False,Desktop,Returning
SES003217,USR01770,LST002,Property Brochure (Unit Specific),384,3,False,Desktop,Returning
SES003217,USR01770,LST002,Projections (XLSX),679,4,True,Desktop,Returning
SES003217,USR01770,LST002,Investment Memorandum,123,7,True,Desktop,Returning
SES003217,USR01770,LST002,Whitepaper,59,3,False,Desktop,Returning
SES003223,USR01772,LST003,Property Brochure,35,3,False,Mobile,Returning
SES003228,USR01775,LST007,Property Brochure (Unit Specific),23,1,False,Mobile,Returning
