session_id,user_id,listing_id,stage,timestamp,device_type,investor_type
SES002715,USR01509,LST030,KYC Initiation,2025-03-15 07:45:00,Mobile,Returning
SES002715,USR01509,LST030,Token Selection,2025-03-15 07:52:00,Mobile,Returning
SES002715,USR01509,LST030,Payment Initiated,2025-03-15 07:57:00,Mobile,Returning
SES002715,USR01509,LST030,Investment Completed,2025-03-15 08:05:00,Mobile,Returning
SES002716,USR01510,LST004,Homepage,2024-12-18 17:25:30,Mobile,Returning
SES002716,USR01510,LST004,Listing Browse,2024-12-18 17:31:30,Mobile,Returning
SES002717,USR01511,LST018,Homepage,2024-11-29 07:07:16,Desktop,First-time
SES002718,USR01511,LST024,Homepage,2024-10-30 21:30:11,Desktop,First-time
SES002718,USR01511,LST024,Listing Browse,2024-10-30 21:36:11,Desktop,First-time
SES002718,USR01511,LST024,Listing Detail View,2024-10-30 21:39:11,Desktop,First-time
SES002719,USR01512,LST007,Homepage,2024-12-07 10:27:37,Desktop,Returning
SES002719,USR01512,LST007,Listing Browse,2024-12-07 10:33:37,Desktop,Returning
SES002720,USR01512,LST009,Homepage,2024-11-04 00:13:14,Desktop,Returning
SES002720,USR01512,LST009,Listing Browse,2024-11-04 00:21:14,Desktop,Returning
SES002721,USR01512,LST021,Homepage,2024-10-25 08:30:42,Desktop,Returning
SES002721,USR01512,LST021,Listing Browse,2024-10-25 08:31:42,Desktop,Returning
SES002721,USR01512,LST021,Listing Detail View,2024-10-25 08:38:42,Desktop,Returning
SES002721,USR01512,LST021,Document Engagement,2024-10-25 08:43:42,Desktop,Returning
SES002721,USR01512,LST021,KYC Initiation,2024-10-25 08:45:42,Desktop,Returning
SES002721,USR01512,LST021,Token Selection,2024-10-25 08:46:42,Desktop,Returning
SES002721,USR01512,LST021,Payment Initiated,2024-10-25 08:52:42,Desktop,Returning
SES002721,USR01512,LST021,Investment Completed,2024-10-25 08:55:42,Desktop,Returning
SES002722,USR01513,LST027,Homepage,2024-11-21 19:59:56,Mobile,First-time
SES002722,USR01513,LST027,Listing Browse,2024-11-21 20:05:56,Mobile,First-time
SES002723,USR01514,LST016,Homepage,2025-03-08 05:05:30,Desktop,Returning
SES002723,USR01514,LST016,Listing Browse,2025-03-08 05:13:30,Desktop,Returning
SES002723,USR01514,LST016,Listing Detail View,2025-03-08 05:19:30,Desktop,Returning
SES002723,USR01514,LST016,Document Engagement,2025-03-08 05:24:30,Desktop,Returning
SES002723,USR01514,LST016,KYC Initiation,2025-03-08 05:29:30,Desktop,Returning
SES002724,USR01515,LST014,Homepage,2025-03-16 02:34:47,Mobile,Returning
SES002724,USR01515,LST014,Listing Browse,2025-03-16 02:41:47,Mobile,Returning
SES002725,USR01516,LST014,Homepage,2025-02-15 21:04:27,Mobile,Returning
SES002725,USR01516,LST014,Listing Browse,2025-02-15 21:06:27,Mobile,Returning
SES002725,USR01516,LST014,Listing Detail View,2025-02-15 21:11:27,Mobile,Returning
SES002726,USR01516,LST028,Homepage,2025-02-06 13:04:16,Mobile,Returning
SES002726,USR01516,LST028,Listing Browse,2025-02-06 13:05:16,Mobile,Returning
SES002727,USR01516,LST029,Homepage,2025-01-08 18:56:52,Mobile,Returning
SES002728,USR01516,LST014,Homepage,2025-02-19 04:27:55,Mobile,Returning
SES002728,USR01516,LST014,Listing Browse,2025-02-19 04:30:55,Mobile,Returning
SES002728,USR01516,LST014,Listing Detail View,2025-02-19 04:38:55,Mobile,Returning
SES002728,USR01516,LST014,Document Engagement,2025-02-19 04:45:55,Mobile,Returning
SES002728,USR01516,LST014,KYC Initiation,2025-02-19 04:46:55,Mobile,Returning
SES002728,USR01516,LST014,Token Selection,2025-02-19 04:47:55,Mobile,Returning
SES002728,USR01516,LST014,Payment Initiated,2025-02-19 04:51:55,Mobile,Returning
SES002729,USR01516,LST008,Homepage,2025-01-09 14:28:46,Mobile,Returning
SES002729,USR01516,LST008,Listing Browse,2025-01-09 14:33:46,Mobile,Returning
SES002730,USR01516,LST028,Homepage,2025-01-12 22:10:35,Mobile,Returning
SES002730,USR01516,LST028,Listing Browse,2025-01-12 22:14:35,Mobile,Returning
SES002730,USR01516,LST028,Listing Detail View,2025-01-12 22:16:35,Mobile,Returning
SES002730,USR01516,LST028,Document Engagement,2025-01-12 22:20:35,Mobile,Returning
SES002730,USR01516,LST028,KYC Initiation,2025-01-12 22:25:35,Mobile,Returning
SES002731,USR01517,LST006,Homepage,2025-03-22 09:26:11,Desktop,Returning
SES002731,USR01517,LST006,Listing Browse,2025-03-22 09:28:11,Desktop,Returning
SES002732,USR01517,LST025,Homepage,2025-03-30 23:41:25,Desktop,Returning
SES002732,USR01517,LST025,Listing Browse,2025-03-30 23:42:25,Desktop,Returning
SES002732,USR01517,LST025,Listing Detail View,2025-03-30 23:45:25,Desktop,Returning
SES002733,USR01518,LST013,Homepage,2025-03-27 08:52:09,Desktop,Returning
SES002733,USR01518,LST013,Listing Browse,2025-03-27 08:53:09,Desktop,Returning
SES002734,USR01518,LST008,Homepage,2025-03-29 02:40:29,Desktop,Returning
SES002734,USR01518,LST008,Listing Browse,2025-03-29 02:43:29,Desktop,Returning
SES002734,USR01518,LST008,Listing Detail View,2025-03-29 02:44:29,Desktop,Returning
SES002734,USR01518,LST008,Document Engagement,2025-03-29 02:49:29,Desktop,Returning
SES002734,USR01518,LST008,KYC Initiation,2025-03-29 02:57:29,Desktop,Returning
SES002734,USR01518,LST008,Token Selection,2025-03-29 03:01:29,Desktop,Returning
SES002735,USR01518,LST002,Homepage,2025-03-30 22:38:51,Desktop,Returning
SES002735,USR01518,LST002,Listing Browse,2025-03-30 22:44:51,Desktop,Returning
SES002736,USR01519,LST027,Homepage,2025-02-15 11:44:25,Desktop,First-time
SES002736,USR01519,LST027,Listing Browse,2025-02-15 11:51:25,Desktop,First-time
SES002737,USR01520,LST024,Homepage,2025-01-29 10:29:08,Desktop,First-time
SES002737,USR01520,LST024,Listing Browse,2025-01-29 10:33:08,Desktop,First-time
SES002737,USR01520,LST024,Listing Detail View,2025-01-29 10:36:08,Desktop,First-time
SES002738,USR01521,LST023,Homepage,2025-03-30 21:20:23,Desktop,Returning
SES002738,USR01521,LST023,Listing Browse,2025-03-30 21:28:23,Desktop,Returning
SES002739,USR01521,LST008,Homepage,2025-03-30 01:01:48,Desktop,Returning
SES002739,USR01521,LST008,Listing Browse,2025-03-30 01:07:48,Desktop,Returning
SES002739,USR01521,LST008,Listing Detail View,2025-03-30 01:10:48,Desktop,Returning
SES002739,USR01521,LST008,Document Engagement,2025-03-30 01:12:48,Desktop,Returning
SES002739,USR01521,LST008,KYC Initiation,2025-03-30 01:14:48,Desktop,Returning
SES002740,USR01521,LST003,Homepage,2025-03-30 18:29:10,Desktop,Returning
SES002740,USR01521,LST003,Listing Browse,2025-03-30 18:30:10,Desktop,Returning
SES002740,USR01521,LST003,Listing Detail View,2025-03-30 18:38:10,Desktop,Returning
SES002740,USR01521,LST003,Document Engagement,2025-03-30 18:40:10,Desktop,Returning
SES002740,USR01521,LST003,KYC Initiation,2025-03-30 18:45:10,Desktop,Returning
SES002741,USR01521,LST004,Homepage,2025-03-30 17:55:40,Desktop,Returning
SES002741,USR01521,LST004,Listing Browse,2025-03-30 18:01:40,Desktop,Returning
SES002741,USR01521,LST004,Listing Detail View,2025-03-30 18:06:40,Desktop,Returning
SES002741,USR01521,LST004,Document Engagement,2025-03-30 18:13:40,Desktop,Returning
SES002742,USR01521,LST028,Homepage,2025-03-30 10:09:37,Desktop,Returning
SES002742,USR01521,LST028,Listing Browse,2025-03-30 10:12:37,Desktop,Returning
SES002743,USR01521,LST013,Homepage,2025-03-30 08:20:39,Desktop,Returning
SES002743,USR01521,LST013,Listing Browse,2025-03-30 08:22:39,Desktop,Returning
SES002744,USR01522,LST001,Homepage,2025-03-17 07:27:57,Desktop,First-time
SES002744,USR01522,LST001,Listing Browse,2025-03-17 07:28:57,Desktop,First-time
SES002744,USR01522,LST001,Listing Detail View,2025-03-17 07:29:57,Desktop,First-time
SES002744,USR01522,LST001,Document Engagement,2025-03-17 07:37:57,Desktop,First-time
SES002744,USR01522,LST001,KYC Initiation,2025-03-17 07:40:57,Desktop,First-time
SES002745,USR01523,LST011,Homepage,2025-02-27 00:29:21,Mobile,Returning
SES002745,USR01523,LST011,Listing Browse,2025-02-27 00:37:21,Mobile,Returning
SES002746,USR01523,LST029,Homepage,2025-01-13 01:29:10,Mobile,Returning
SES002746,USR01523,LST029,Listing Browse,2025-01-13 01:37:10,Mobile,Returning
SES002746,USR01523,LST029,Listing Detail View,2025-01-13 01:38:10,Mobile,Returning
SES002746,USR01523,LST029,Document Engagement,2025-01-13 01:40:10,Mobile,Returning
SES002747,USR01523,LST028,Homepage,2025-01-12 02:02:50,Mobile,Returning
SES002747,USR01523,LST028,Listing Browse,2025-01-12 02:09:50,Mobile,Returning
SES002748,USR01523,LST027,Homepage,2025-01-23 07:41:44,Mobile,Returning
SES002748,USR01523,LST027,Listing Browse,2025-01-23 07:44:44,Mobile,Returning
SES002748,USR01523,LST027,Listing Detail View,2025-01-23 07:50:44,Mobile,Returning
SES002748,USR01523,LST027,Document Engagement,2025-01-23 07:56:44,Mobile,Returning
SES002748,USR01523,LST027,KYC Initiation,2025-01-23 08:03:44,Mobile,Returning
SES002748,USR01523,LST027,Token Selection,2025-01-23 08:09:44,Mobile,Returning
SES002749,USR01524,LST012,Homepage,2025-02-22 03:40:34,Desktop,First-time
SES002749,USR01524,LST012,Listing Browse,2025-02-22 03:43:34,Desktop,First-time
SES002750,USR01525,LST028,Homepage,2025-02-27 06:58:13,Desktop,Returning
SES002750,USR01525,LST028,Listing Browse,2025-02-27 06:59:13,Desktop,Returning
SES002750,USR01525,LST028,Listing Detail View,2025-02-27 07:07:13,Desktop,Returning
SES002751,USR01525,LST006,Homepage,2025-02-23 15:31:50,Desktop,Returning
SES002751,USR01525,LST006,Listing Browse,2025-02-23 15:32:50,Desktop,Returning
SES002751,USR01525,LST006,Listing Detail View,2025-02-23 15:35:50,Desktop,Returning
SES002751,USR01525,LST006,Document Engagement,2025-02-23 15:42:50,Desktop,Returning
SES002751,USR01525,LST006,KYC Initiation,2025-02-23 15:44:50,Desktop,Returning
SES002752,USR01525,LST027,Homepage,2025-03-04 20:25:20,Desktop,Returning
SES002752,USR01525,LST027,Listing Browse,2025-03-04 20:28:20,Desktop,Returning
SES002753,USR01525,LST016,Homepage,2025-02-01 15:24:01,Desktop,Returning
SES002753,USR01525,LST016,Listing Browse,2025-02-01 15:26:01,Desktop,Returning
SES002753,USR01525,LST016,Listing Detail View,2025-02-01 15:28:01,Desktop,Returning
SES002753,USR01525,LST016,Document Engagement,2025-02-01 15:30:01,Desktop,Returning
SES002753,USR01525,LST016,KYC Initiation,2025-02-01 15:36:01,Desktop,Returning
SES002754,USR01526,LST001,Homepage,2025-03-25 20:46:45,Mobile,First-time
SES002754,USR01526,LST001,Listing Browse,2025-03-25 20:49:45,Mobile,First-time
SES002754,USR01526,LST001,Listing Detail View,2025-03-25 20:55:45,Mobile,First-time
SES002755,USR01526,LST029,Homepage,2025-03-29 01:39:57,Mobile,First-time
SES002755,USR01526,LST029,Listing Browse,2025-03-29 01:46:57,Mobile,First-time
SES002755,USR01526,LST029,Listing Detail View,2025-03-29 01:50:57,Mobile,First-time
SES002756,USR01526,LST012,Homepage,2025-03-29 09:43:27,Mobile,First-time
SES002756,USR01526,LST012,Listing Browse,2025-03-29 09:50:27,Mobile,First-time
SES002756,USR01526,LST012,Listing Detail View,2025-03-29 09:58:27,Mobile,First-time
SES002756,USR01526,LST012,Document Engagement,2025-03-29 10:03:27,Mobile,First-time
SES002756,USR01526,LST012,KYC Initiation,2025-03-29 10:04:27,Mobile,First-time
SES002756,USR01526,LST012,Token Selection,2025-03-29 10:10:27,Mobile,First-time
SES002757,USR01527,LST028,Homepage,2025-03-30 15:37:33,Mobile,First-time
SES002757,USR01527,LST028,Listing Browse,2025-03-30 15:45:33,Mobile,First-time
SES002757,USR01527,LST028,Listing Detail View,2025-03-30 15:50:33,Mobile,First-time
SES002757,USR01527,LST028,Document Engagement,2025-03-30 15:54:33,Mobile,First-time
SES002757,USR01527,LST028,KYC Initiation,2025-03-30 15:55:33,Mobile,First-time
SES002758,USR01528,LST021,Homepage,2024-12-29 21:48:38,Tablet,First-time
SES002758,USR01528,LST021,Listing Browse,2024-12-29 21:54:38,Tablet,First-time
SES002758,USR01528,LST021,Listing Detail View,2024-12-29 22:02:38,Tablet,First-time
SES002758,USR01528,LST021,Document Engagement,2024-12-29 22:04:38,Tablet,First-time
SES002759,USR01529,LST008,Homepage,2024-12-24 10:14:42,Mobile,First-time
SES002759,USR01529,LST008,Listing Browse,2024-12-24 10:22:42,Mobile,First-time
SES002759,USR01529,LST008,Listing Detail View,2024-12-24 10:24:42,Mobile,First-time
SES002760,USR01530,LST004,Homepage,2025-01-08 09:50:13,Mobile,Returning
SES002760,USR01530,LST004,Listing Browse,2025-01-08 09:55:13,Mobile,Returning
SES002761,USR01531,LST006,Homepage,2025-02-07 19:40:58,Mobile,Returning
SES002761,USR01531,LST006,Listing Browse,2025-02-07 19:41:58,Mobile,Returning
SES002761,USR01531,LST006,Listing Detail View,2025-02-07 19:45:58,Mobile,Returning
SES002761,USR01531,LST006,Document Engagement,2025-02-07 19:53:58,Mobile,Returning
SES002762,USR01531,LST013,Homepage,2025-02-09 19:21:19,Mobile,Returning
SES002762,USR01531,LST013,Listing Browse,2025-02-09 19:28:19,Mobile,Returning
SES002762,USR01531,LST013,Listing Detail View,2025-02-09 19:35:19,Mobile,Returning
SES002763,USR01532,LST024,Homepage,2024-12-02 10:52:52,Tablet,First-time
SES002763,USR01532,LST024,Listing Browse,2024-12-02 11:00:52,Tablet,First-time
SES002764,USR01533,LST017,Homepage,2025-01-06 19:43:36,Mobile,First-time
SES002764,USR01533,LST017,Listing Browse,2025-01-06 19:51:36,Mobile,First-time
SES002764,USR01533,LST017,Listing Detail View,2025-01-06 19:56:36,Mobile,First-time
SES002765,USR01533,LST003,Homepage,2024-12-20 09:27:29,Mobile,First-time
SES002765,USR01533,LST003,Listing Browse,2024-12-20 09:32:29,Mobile,First-time
SES002765,USR01533,LST003,Listing Detail View,2024-12-20 09:38:29,Mobile,First-time
SES002766,USR01534,LST021,Homepage,2024-12-04 20:46:59,Tablet,Returning
SES002766,USR01534,LST021,Listing Browse,2024-12-04 20:52:59,Tablet,Returning
SES002766,USR01534,LST021,Listing Detail View,2024-12-04 21:00:59,Tablet,Returning
SES002766,USR01534,LST021,Document Engagement,2024-12-04 21:02:59,Tablet,Returning
SES002766,USR01534,LST021,KYC Initiation,2024-12-04 21:09:59,Tablet,Returning
SES002767,USR01535,LST011,Homepage,2025-03-29 16:49:38,Mobile,Returning
SES002767,USR01535,LST011,Listing Browse,2025-03-29 16:52:38,Mobile,Returning
SES002768,USR01536,LST019,Homepage,2025-03-28 04:59:18,Mobile,First-time
SES002768,USR01536,LST019,Listing Browse,2025-03-28 05:05:18,Mobile,First-time
SES002768,USR01536,LST019,Listing Detail View,2025-03-28 05:11:18,Mobile,First-time
SES002769,USR01537,LST030,Homepage,2025-02-03 12:00:52,Mobile,Returning
SES002769,USR01537,LST030,Listing Browse,2025-02-03 12:04:52,Mobile,Returning
SES002769,USR01537,LST030,Listing Detail View,2025-02-03 12:06:52,Mobile,Returning
SES002769,USR01537,LST030,Document Engagement,2025-02-03 12:12:52,Mobile,Returning
SES002770,USR01537,LST009,Homepage,2025-02-01 18:57:54,Mobile,Returning
SES002770,USR01537,LST009,Listing Browse,2025-02-01 18:58:54,Mobile,Returning
SES002771,USR01538,LST012,Homepage,2024-11-04 01:22:33,Mobile,Returning
SES002771,USR01538,LST012,Listing Browse,2024-11-04 01:23:33,Mobile,Returning
SES002772,USR01538,LST004,Homepage,2024-11-12 21:26:19,Mobile,Returning
SES002772,USR01538,LST004,Listing Browse,2024-11-12 21:28:19,Mobile,Returning
SES002773,USR01538,LST009,Homepage,2024-11-19 03:41:50,Mobile,Returning
SES002773,USR01538,LST009,Listing Browse,2024-11-19 03:47:50,Mobile,Returning
SES002774,USR01538,LST008,Homepage,2024-10-21 22:01:32,Mobile,Returning
SES002774,USR01538,LST008,Listing Browse,2024-10-21 22:08:32,Mobile,Returning
SES002774,USR01538,LST008,Listing Detail View,2024-10-21 22:16:32,Mobile,Returning
SES002775,USR01539,LST013,Homepage,2024-12-19 18:40:00,Mobile,Returning
SES002775,USR01539,LST013,Listing Browse,2024-12-19 18:47:00,Mobile,Returning
SES002776,USR01540,LST004,Homepage,2025-03-06 23:10:10,Desktop,First-time
SES002777,USR01541,LST019,Homepage,2025-03-15 05:38:57,Tablet,First-time
SES002777,USR01541,LST019,Listing Browse,2025-03-15 05:44:57,Tablet,First-time
SES002777,USR01541,LST019,Listing Detail View,2025-03-15 05:51:57,Tablet,First-time
SES002777,USR01541,LST019,Document Engagement,2025-03-15 05:54:57,Tablet,First-time
SES002778,USR01542,LST009,Homepage,2025-03-19 23:00:03,Desktop,First-time
SES002778,USR01542,LST009,Listing Browse,2025-03-19 23:04:03,Desktop,First-time
SES002778,USR01542,LST009,Listing Detail View,2025-03-19 23:10:03,Desktop,First-time
SES002779,USR01542,LST020,Homepage,2025-03-19 19:14:09,Desktop,First-time
SES002779,USR01542,LST020,Listing Browse,2025-03-19 19:20:09,Desktop,First-time
SES002779,USR01542,LST020,Listing Detail View,2025-03-19 19:22:09,Desktop,First-time
SES002779,USR01542,LST020,Document Engagement,2025-03-19 19:23:09,Desktop,First-time
SES002780,USR01542,LST017,Homepage,2025-03-30 02:17:55,Desktop,First-time
SES002780,USR01542,LST017,Listing Browse,2025-03-30 02:22:55,Desktop,First-time
SES002780,USR01542,LST017,Listing Detail View,2025-03-30 02:28:55,Desktop,First-time
SES002780,USR01542,LST017,Document Engagement,2025-03-30 02:29:55,Desktop,First-time
SES002781,USR01542,LST029,Homepage,2025-03-29 11:58:53,Desktop,First-time
SES002781,USR01542,LST029,Listing Browse,2025-03-29 12:01:53,Desktop,First-time
SES002782,USR01543,LST003,Homepage,2025-03-11 15:37:57,Mobile,First-time
SES002782,USR01543,LST003,Listing Browse,2025-03-11 15:45:57,Mobile,First-time
SES002782,USR01543,LST003,Listing Detail View,2025-03-11 15:46:57,Mobile,First-time
SES002782,USR01543,LST003,Document Engagement,2025-03-11 15:48:57,Mobile,First-time
SES002783,USR01544,LST030,Homepage,2025-02-05 11:46:01,Desktop,First-time
SES002783,USR01544,LST030,Listing Browse,2025-02-05 11:54:01,Desktop,First-time
SES002783,USR01544,LST030,Listing Detail View,2025-02-05 12:00:01,Desktop,First-time
SES002783,USR01544,LST030,Document Engagement,2025-02-05 12:06:01,Desktop,First-time
SES002784,USR01545,LST030,Homepage,2025-03-09 02:29:25,Tablet,First-time
SES002784,USR01545,LST030,Listing Browse,2025-03-09 02:35:25,Tablet,First-time
SES002784,USR01545,LST030,Listing Detail View,2025-03-09 02:37:25,Tablet,First-time
SES002784,USR01545,LST030,Document Engagement,2025-03-09 02:45:25,Tablet,First-time
SES002784,USR01545,LST030,KYC Initiation,2025-03-09 02:49:25,Tablet,First-time
SES002785,USR01545,LST028,Homepage,2025-02-21 04:11:05,Tablet,First-time
SES002785,USR01545,LST028,Listing Browse,2025-02-21 04:12:05,Tablet,First-time
SES002785,USR01545,LST028,Listing Detail View,2025-02-21 04:18:05,Tablet,First-time
SES002785,USR01545,LST028,Document Engagement,2025-02-21 04:26:05,Tablet,First-time
SES002785,USR01545,LST028,KYC Initiation,2025-02-21 04:30:05,Tablet,First-time
SES002785,USR01545,LST028,Token Selection,2025-02-21 04:36:05,Tablet,First-time
SES002786,USR01546,LST019,Homepage,2024-11-16 16:13:12,Mobile,First-time
SES002786,USR01546,LST019,Listing Browse,2024-11-16 16:15:12,Mobile,First-time
SES002787,USR01547,LST015,Homepage,2025-03-30 18:14:07,Mobile,First-time
SES002787,USR01547,LST015,Listing Browse,2025-03-30 18:17:07,Mobile,First-time
SES002787,USR01547,LST015,Listing Detail View,2025-03-30 18:24:07,Mobile,First-time
SES002788,USR01548,LST021,Homepage,2025-03-24 06:12:09,Desktop,First-time
SES002788,USR01548,LST021,Listing Browse,2025-03-24 06:19:09,Desktop,First-time
SES002788,USR01548,LST021,Listing Detail View,2025-03-24 06:26:09,Desktop,First-time
SES002789,USR01549,LST023,Homepage,2025-01-29 08:10:36,Mobile,First-time
SES002789,USR01549,LST023,Listing Browse,2025-01-29 08:14:36,Mobile,First-time
SES002789,USR01549,LST023,Listing Detail View,2025-01-29 08:19:36,Mobile,First-time
SES002790,USR01550,LST014,Homepage,2024-12-05 18:07:30,Desktop,First-time
SES002790,USR01550,LST014,Listing Browse,2024-12-05 18:09:30,Desktop,First-time
SES002790,USR01550,LST014,Listing Detail View,2024-12-05 18:13:30,Desktop,First-time
SES002791,USR01550,LST007,Homepage,2025-01-15 12:31:00,Desktop,First-time
SES002791,USR01550,LST007,Listing Browse,2025-01-15 12:33:00,Desktop,First-time
SES002791,USR01550,LST007,Listing Detail View,2025-01-15 12:41:00,Desktop,First-time
SES002791,USR01550,LST007,Document Engagement,2025-01-15 12:49:00,Desktop,First-time
SES002792,USR01550,LST016,Homepage,2025-01-23 00:11:31,Desktop,First-time
SES002793,USR01551,LST002,Homepage,2025-03-19 00:48:07,Tablet,First-time
SES002793,USR01551,LST002,Listing Browse,2025-03-19 00:54:07,Tablet,First-time
SES002794,USR01552,LST023,Homepage,2025-03-29 03:43:04,Mobile,First-time
SES002794,USR01552,LST023,Listing Browse,2025-03-29 03:45:04,Mobile,First-time
SES002794,USR01552,LST023,Listing Detail View,2025-03-29 03:48:04,Mobile,First-time
SES002795,USR01552,LST019,Homepage,2025-03-30 02:54:03,Mobile,First-time
SES002795,USR01552,LST019,Listing Browse,2025-03-30 02:57:03,Mobile,First-time
SES002796,USR01553,LST022,Homepage,2025-03-27 12:12:40,Desktop,Returning
SES002796,USR01553,LST022,Listing Browse,2025-03-27 12:16:40,Desktop,Returning
SES002796,USR01553,LST022,Listing Detail View,2025-03-27 12:20:40,Desktop,Returning
SES002796,USR01553,LST022,Document Engagement,2025-03-27 12:28:40,Desktop,Returning
SES002796,USR01553,LST022,KYC Initiation,2025-03-27 12:31:40,Desktop,Returning
SES002796,USR01553,LST022,Token Selection,2025-03-27 12:37:40,Desktop,Returning
SES002796,USR01553,LST022,Payment Initiated,2025-03-27 12:40:40,Desktop,Returning
SES002797,USR01554,LST005,Homepage,2024-12-22 13:47:45,Mobile,Returning
SES002797,USR01554,LST005,Listing Browse,2024-12-22 13:49:45,Mobile,Returning
SES002797,USR01554,LST005,Listing Detail View,2024-12-22 13:57:45,Mobile,Returning
SES002797,USR01554,LST005,Document Engagement,2024-12-22 14:00:45,Mobile,Returning
SES002798,USR01554,LST008,Homepage,2024-12-10 00:09:56,Mobile,Returning
SES002798,USR01554,LST008,Listing Browse,2024-12-10 00:13:56,Mobile,Returning
SES002798,USR01554,LST008,Listing Detail View,2024-12-10 00:15:56,Mobile,Returning
SES002799,USR01555,LST002,Homepage,2024-12-22 23:43:05,Mobile,First-time
SES002799,USR01555,LST002,Listing Browse,2024-12-22 23:44:05,Mobile,First-time
SES002799,USR01555,LST002,Listing Detail View,2024-12-22 23:47:05,Mobile,First-time
SES002800,USR01556,LST030,Homepage,2025-02-15 10:55:57,Mobile,First-time
SES002800,USR01556,LST030,Listing Browse,2025-02-15 11:03:57,Mobile,First-time
SES002800,USR01556,LST030,Listing Detail View,2025-02-15 11:11:57,Mobile,First-time
SES002801,USR01557,LST003,Homepage,2024-11-07 11:56:33,Mobile,Returning
SES002802,USR01557,LST020,Homepage,2024-10-07 07:57:17,Mobile,Returning
SES002802,USR01557,LST020,Listing Browse,2024-10-07 08:03:17,Mobile,Returning
SES002802,USR01557,LST020,Listing Detail View,2024-10-07 08:11:17,Mobile,Returning
SES002803,USR01558,LST003,Homepage,2025-03-30 14:46:57,Desktop,First-time
SES002803,USR01558,LST003,Listing Browse,2025-03-30 14:53:57,Desktop,First-time
SES002803,USR01558,LST003,Listing Detail View,2025-03-30 14:58:57,Desktop,First-time
SES002803,USR01558,LST003,Document Engagement,2025-03-30 15:00:57,Desktop,First-time
SES002804,USR01559,LST030,Homepage,2025-03-22 00:55:13,Tablet,First-time
SES002804,USR01559,LST030,Listing Browse,2025-03-22 01:00:13,Tablet,First-time
SES002804,USR01559,LST030,Listing Detail View,2025-03-22 01:02:13,Tablet,First-time
SES002804,USR01559,LST030,Document Engagement,2025-03-22 01:05:13,Tablet,First-time
SES002804,USR01559,LST030,KYC Initiation,2025-03-22 01:09:13,Tablet,First-time
SES002805,USR01559,LST012,Homepage,2025-03-11 16:22:08,Tablet,First-time
SES002805,USR01559,LST012,Listing Browse,2025-03-11 16:23:08,Tablet,First-time
SES002805,USR01559,LST012,Listing Detail View,2025-03-11 16:28:08,Tablet,First-time
SES002806,USR01560,LST007,Homepage,2025-03-11 23:35:08,Mobile,First-time
SES002806,USR01560,LST007,Listing Browse,2025-03-11 23:37:08,Mobile,First-time
SES002806,USR01560,LST007,Listing Detail View,2025-03-11 23:41:08,Mobile,First-time
SES002806,USR01560,LST007,Document Engagement,2025-03-11 23:47:08,Mobile,First-time
SES002807,USR01560,LST023,Homepage,2025-03-12 10:04:23,Mobile,First-time
SES002807,USR01560,LST023,Listing Browse,2025-03-12 10:11:23,Mobile,First-time
SES002808,USR01561,LST022,Homepage,2025-01-16 03:55:18,Tablet,Returning
SES002808,USR01561,LST022,Listing Browse,2025-01-16 04:01:18,Tablet,Returning
SES002808,USR01561,LST022,Listing Detail View,2025-01-16 04:04:18,Tablet,Returning
SES002808,USR01561,LST022,Document Engagement,2025-01-16 04:07:18,Tablet,Returning
SES002808,USR01561,LST022,KYC Initiation,2025-01-16 04:09:18,Tablet,Returning
SES002809,USR01561,LST007,Homepage,2024-12-17 09:30:36,Tablet,Returning
SES002809,USR01561,LST007,Listing Browse,2024-12-17 09:36:36,Tablet,Returning
SES002810,USR01562,LST004,Homepage,2025-03-02 04:24:27,Desktop,First-time
SES002810,USR01562,LST004,Listing Browse,2025-03-02 04:32:27,Desktop,First-time
SES002810,USR01562,LST004,Listing Detail View,2025-03-02 04:34:27,Desktop,First-time
SES002810,USR01562,LST004,Document Engagement,2025-03-02 04:36:27,Desktop,First-time
SES002811,USR01562,LST019,Homepage,2025-02-16 18:16:31,Desktop,First-time
SES002811,USR01562,LST019,Listing Browse,2025-02-16 18:23:31,Desktop,First-time
SES002812,USR01562,LST015,Homepage,2025-01-15 00:09:46,Desktop,First-time
SES002812,USR01562,LST015,Listing Browse,2025-01-15 00:10:46,Desktop,First-time
SES002812,USR01562,LST015,Listing Detail View,2025-01-15 00:12:46,Desktop,First-time
SES002813,USR01563,LST029,Homepage,2024-11-01 01:22:16,Desktop,Returning
SES002813,USR01563,LST029,Listing Browse,2024-11-01 01:28:16,Desktop,Returning
SES002813,USR01563,LST029,Listing Detail View,2024-11-01 01:33:16,Desktop,Returning
SES002813,USR01563,LST029,Document Engagement,2024-11-01 01:38:16,Desktop,Returning
SES002813,USR01563,LST029,KYC Initiation,2024-11-01 01:45:16,Desktop,Returning
SES002813,USR01563,LST029,Token Selection,2024-11-01 01:47:16,Desktop,Returning
SES002813,USR01563,LST029,Payment Initiated,2024-11-01 01:49:16,Desktop,Returning
SES002814,USR01563,LST024,Homepage,2024-10-17 08:55:19,Desktop,Returning
SES002814,USR01563,LST024,Listing Browse,2024-10-17 08:57:19,Desktop,Returning
SES002815,USR01563,LST009,Homepage,2024-11-22 07:55:54,Desktop,Returning
SES002815,USR01563,LST009,Listing Browse,2024-11-22 07:56:54,Desktop,Returning
